HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Over_15,Over_25,Over_35,Over_45,Under_05,Under_15,Under_25,Under_35,Under_45,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L
argentina-paraguay-Ime3QxXp,22 Jun 2021,1.54,3.73,7.82,2.38,1.56,1.08,1.42,2.32,4.30,8.43,7.60,2.86,1.63,1.22,1.06,5.50,2.63,1.07,1.01,4.59,3.21,8.07,19.00,1.44,2.46,20.67,29.00
uruguay-chile-WjqokM9o,21 Jun 2021,2.33,2.90,3.73,2.33,1.59,1.13,1.63,2.98,5.88,11.93,5.72,2.30,1.40,1.13,1.03,12.80,5.23,1.29,1.04,7.06,3.62,4.84,10.33,1.14,1.59,9.34,25.33
colombia-peru-KnWybHhG,21 Jun 2021,1.72,3.37,6.02,2.26,1.62,1.09,1.46,2.43,4.57,9.18,7.10,2.72,1.57,1.19,1.05,6.76,3.16,1.13,1.02,5.19,3.32,6.97,13.00,1.32,2.09,16.17,33.00
venezuela-ecuador-bwVucy8M,20 Jun 2021,6.47,3.77,1.60,2.41,1.55,1.08,1.47,2.44,4.56,9.36,7.65,2.69,1.57,1.20,1.05,37.00,18.00,2.32,1.41,14.00,7.03,3.26,4.63,1.01,1.10,2.77,5.96
argentina-uruguay-KCFSWvfH,19 Jun 2021,1.95,3.33,4.28,2.22,1.63,1.09,1.51,2.53,4.86,9.91,6.88,2.58,1.53,1.17,1.05,8.80,3.77,1.21,1.03,5.66,3.47,5.43,12.00,1.24,1.83,10.98,29.67
chile-bolivia-b3EWVb9N,18 Jun 2021,1.32,5.34,9.77,2.11,1.69,1.03,1.23,1.72,2.77,5.09,11.87,4.09,2.13,1.44,1.16,3.33,1.92,1.05,1.01,4.10,3.60,10.20,23.00,1.84,3.37,23.67,34.00
brazil-peru-OKxTawO3,18 Jun 2021,1.21,7.02,13.73,2.69,1.45,1.03,1.23,1.74,2.84,5.11,11.67,4.10,2.12,1.42,1.16,2.65,1.58,1.03,-,3.75,3.90,11.93,,2.22,4.48,33.33,
colombia-venezuela-UcwP0J8c,17 Jun 2021,1.35,4.81,10.44,2.65,1.46,1.06,1.37,2.13,3.81,7.35,8.34,3.10,1.73,1.26,1.08,4.03,2.11,1.04,1.01,4.03,3.33,9.47,23.00,1.69,3.19,27.33,34.00
paraguay-bolivia-QkGOXKvB,15 Jun 2021,1.53,3.96,7.34,2.22,1.65,1.07,1.38,2.17,3.89,7.61,8.31,3.07,1.71,1.26,1.09,5.23,2.56,1.09,1.01,4.47,3.23,7.90,17.33,1.46,2.48,19.33,50.67
argentina-chile-UNMFZtAb,14 Jun 2021,1.66,3.63,6.08,2.27,1.62,1.09,1.46,2.38,4.52,9.08,7.46,2.72,1.59,1.20,1.06,6.60,2.99,1.12,1.02,4.80,3.28,6.72,16.33,1.34,2.17,15.33,45.67
colombia-ecuador-COZuvd1p,14 Jun 2021,2.11,3.21,3.91,1.96,1.83,1.08,1.41,2.28,4.19,8.34,7.56,2.94,1.64,1.23,1.07,9.52,4.14,1.23,1.05,6.23,3.56,5.30,11.17,1.20,1.69,9.24,25.00
brazil-venezuela-jFYqwGGj,13 Jun 2021,1.08,10.76,34.71,3.58,1.29,1.02,1.14,1.49,2.21,3.68,14.00,5.44,2.65,1.68,1.28,1.78,1.27,-,-,4.02,4.95,-,-,3.44,8.40,-,-
brazil-peru-Mqhu6FC7,07 Jul 2019,1.28,5.93,10.67,2.56,1.48,1.04,1.27,1.85,3.11,5.49,9.78,3.66,1.96,1.35,1.13,3.06,1.78,-,-,3.70,3.32,-,-,1.88,3.49,-,-
argentina-chile-AaoNUbk8,06 Jul 2019,1.95,3.53,4.02,1.67,2.13,1.05,1.25,1.78,2.81,4.95,9.66,3.79,2.04,1.41,1.15,6.17,3.18,1.21,-,5.00,3.75,5.06,-,1.27,1.84,7.82,-
chile-peru-M9gYtRq6,04 Jul 2019,1.79,3.44,5.11,2.07,1.72,1.08,1.41,2.28,4.14,7.76,7.01,2.79,1.63,1.22,1.07,6.22,3.08,1.14,-,4.58,3.37,5.27,-,1.30,2.01,11.72,-
brazil-argentina-IPMRioQR,03 Jul 2019,1.77,3.50,5.15,2.17,1.65,1.09,1.45,2.40,4.45,8.65,6.80,2.69,1.57,1.20,1.06,6.32,3.08,1.13,-,4.54,3.33,5.30,-,1.30,2.04,12.63,-
uruguay-peru-E5DMoMUa,29 Jun 2019,1.74,3.53,5.16,2.09,1.70,1.08,1.41,2.29,4.18,8.41,7.67,2.88,1.63,1.22,1.06,6.97,3.16,1.15,1.02,4.92,3.40,5.84,17.00,1.28,2.03,12.62,46.00
colombia-chile-zFEIn2Fg,29 Jun 2019,2.11,3.50,3.54,1.97,1.80,1.08,1.40,2.28,4.07,8.02,7.36,2.88,1.63,1.23,1.06,9.24,4.00,1.23,1.05,5.75,3.62,5.01,9.65,1.19,1.70,8.88,23.98
venezuela-argentina-fHO763aK,28 Jun 2019,7.74,4.25,1.46,2.03,1.74,1.05,1.29,1.91,3.29,5.96,9.24,3.48,1.89,1.32,1.11,,21.00,2.68,1.53,,9.00,3.41,4.19,,1.08,2.24,4.26
brazil-paraguay-IwKDmr0m,28 Jun 2019,1.18,6.84,17.14,2.60,1.47,1.03,1.24,1.76,2.82,5.03,11.56,3.97,2.07,1.41,1.15,2.70,1.63,1.03,,3.83,3.76,13.00,,2.05,4.08,36.00,
chile-uruguay-feX39WkI,25 Jun 2019,3.31,3.38,2.20,1.73,2.05,1.05,1.29,1.95,3.28,6.15,9.11,3.43,1.86,1.32,1.11,16.31,6.76,1.63,1.17,8.46,4.73,3.84,5.99,1.08,1.30,4.09,9.22
ecuador-japan-nieXi4Kp,25 Jun 2019,1.85,4.20,3.66,1.55,2.37,1.01,1.17,1.57,2.44,4.18,13.51,4.72,2.40,1.54,1.21,5.99,3.02,1.24,1.07,5.23,3.94,5.41,8.98,1.30,1.91,7.27,16.29
colombia-paraguay-2RaiEfym,23 Jun 2019,2.34,3.30,3.10,1.88,1.88,1.07,1.37,2.18,3.90,7.49,7.80,2.99,1.68,1.24,1.07,11.26,4.64,1.34,1.08,6.36,3.87,4.47,7.87,1.14,1.54,6.42,15.83
qatar-argentina-K2AnFzMt,23 Jun 2019,15.07,7.06,1.18,2.20,1.63,1.01,1.14,1.47,2.20,3.62,14.35,5.29,2.65,1.65,1.27,,41.00,4.85,2.43,,16.00,4.23,3.93,,1.02,1.47,2.23
bolivia-venezuela-dlwQcZj6,22 Jun 2019,5.52,4.08,1.60,1.76,2.01,1.03,1.22,1.72,2.75,4.88,11.00,4.06,2.10,1.42,1.15,41.00,14.00,2.33,1.42,17.00,7.00,3.57,4.53,1.01,1.11,2.49,4.80
peru-brazil-2RwMbFy0,22 Jun 2019,11.14,5.10,1.30,2.34,1.57,1.04,1.27,1.87,3.09,5.70,10.00,3.64,1.92,1.35,1.12,,31.00,3.41,1.79,,11.50,3.45,3.87,,1.04,1.85,3.21
ecuador-chile-lr23BhL5,22 Jun 2019,4.41,3.72,1.80,1.73,2.08,1.04,1.25,1.81,2.94,5.30,10.65,3.82,2.02,1.39,1.14,24.05,9.53,1.97,1.29,10.39,5.62,3.67,5.01,1.03,1.17,3.02,6.19
uruguay-japan-G4YaACzC,21 Jun 2019,1.24,6.02,12.42,2.41,1.54,1.03,1.22,1.72,2.71,4.73,11.39,4.02,2.12,1.43,1.16,2.84,1.69,1.03,,3.79,3.69,14.00,,1.98,3.83,41.00,
argentina-paraguay-IgOKJGDP,20 Jun 2019,1.46,4.25,7.50,2.09,1.70,1.05,1.30,1.94,3.36,6.32,8.97,3.36,1.86,1.31,1.10,4.47,2.29,1.09,,4.22,3.39,8.50,,1.51,2.64,21.00,
colombia-qatar-UwVxeXzP,19 Jun 2019,1.32,4.89,10.30,2.14,1.67,1.04,1.25,1.80,2.99,5.26,10.29,3.75,2.01,1.37,1.14,3.47,1.97,1.04,,3.93,3.40,11.50,,1.73,3.25,31.00,
brazil-venezuela-OzuIaeMg,19 Jun 2019,1.14,7.56,21.08,2.62,1.46,1.02,1.17,1.57,2.46,4.20,14.41,4.59,2.37,1.55,1.21,2.24,1.44,1.01,,3.86,4.12,20.00,,2.41,5.22,67.00,
bolivia-peru-6apD0y7m,18 Jun 2019,8.15,4.34,1.42,2.12,1.68,1.05,1.29,1.93,3.31,6.02,9.29,3.49,1.88,1.31,1.11,-,20.20,2.78,1.58,-,7.95,3.48,4.10,-,1.07,2.13,4.07
japan-chile-Ai3aCY5a,18 Jun 2019,7.65,4.71,1.41,1.93,1.83,1.03,1.22,1.72,2.69,4.95,11.99,4.11,2.12,1.43,1.15,-,17.22,2.83,1.60,-,7.51,3.54,4.17,-,1.08,2.11,3.90
uruguay-ecuador-GU3eDEjg,17 Jun 2019,1.82,3.35,5.02,2.23,1.62,1.08,1.48,2.52,4.72,9.76,7.01,2.63,1.53,1.17,1.04,7.51,3.31,1.15,1.02,5.06,3.36,5.71,16.00,1.25,1.96,12.56,46.00
paraguay-qatar-jmWYeDLI,16 Jun 2019,1.93,3.36,4.21,2.01,1.76,1.06,1.39,2.24,4.05,8.10,7.98,2.87,1.66,1.22,1.06,7.90,3.52,1.19,1.03,5.35,3.52,5.34,15.00,1.23,1.85,9.91,36.00
argentina-colombia-8OtUdg6C,16 Jun 2019,1.97,3.19,3.98,2.00,1.76,1.08,1.43,2.36,4.33,8.93,7.40,2.77,1.59,1.20,1.05,9.25,4.00,1.23,1.04,5.74,3.59,5.01,9.66,1.19,1.70,8.99,24.28
venezuela-peru-S8o91His,15 Jun 2019,3.92,3.12,2.11,2.09,1.70,1.09,1.48,2.55,4.79,10.04,6.66,2.61,1.51,1.16,1.04,25.39,9.48,1.69,1.17,9.94,4.96,3.57,5.81,1.04,1.23,4.20,9.91
brazil-bolivia-ATbs6cqQ,15 Jun 2019,1.05,14.54,39.49,3.53,1.27,1.01,1.09,1.34,1.91,3.03,18.71,6.54,3.14,1.89,1.37,1.57,1.19,-,,4.25,5.62,-,,4.02,9.56,-,
argentina-chile-IicYulM0,27 Jun 2016,1.78,3.61,5.23,1.95,1.81,1.07,1.36,2.15,3.77,7.94,8.31,3.09,1.72,1.26,1.08,6.38,3.02,1.15,1.02,5.01,3.43,6.28,13.98,1.30,2.00,11.41,36.19
usa-colombia-CSByu8y7,26 Jun 2016,3.36,3.54,2.18,1.58,2.29,1.03,1.21,1.73,2.79,5.01,13.48,4.25,2.15,1.42,1.16,16.08,6.44,1.64,1.19,8.98,4.97,4.01,6.40,1.08,1.29,3.73,8.43
colombia-chile-fZmm3tPa,23 Jun 2016,3.17,3.18,2.45,1.84,1.92,1.07,1.38,2.24,3.84,8.05,7.91,2.96,1.66,1.25,1.07,17.58,6.53,1.54,1.14,8.96,4.60,3.87,6.81,1.08,1.32,4.57,11.11
usa-argentina-Igf9AOWP,22 Jun 2016,8.66,4.67,1.41,2.00,1.76,1.05,1.27,1.89,3.18,5.96,10.39,3.60,1.94,1.34,1.12,-,18.67,2.78,1.58,-,8.84,3.36,4.26,-,1.07,2.16,3.92
mexico-chile-Ea8zUAjf,19 Jun 2016,2.58,3.03,3.09,1.91,1.86,1.10,1.45,2.44,4.62,9.60,6.78,2.69,1.56,1.19,1.05,13.33,5.08,1.34,1.09,6.78,3.97,4.45,7.99,1.12,1.49,6.38,18.15
argentina-venezuela-z99WUjyl,19 Jun 2016,1.22,6.26,17.03,2.46,1.51,1.04,1.21,1.75,2.77,5.03,12.38,4.23,2.11,1.42,1.16,2.74,1.67,1.03,-,3.83,3.69,12.61,-,2.01,3.69,28.49,-
peru-colombia-OYc83ghJ,18 Jun 2016,6.38,3.72,1.63,2.09,1.70,1.07,1.38,2.22,3.97,8.07,7.90,2.95,1.67,1.23,1.07,52.58,14.60,2.23,1.36,14.75,7.12,3.27,4.52,1.01,1.11,2.71,6.04
usa-ecuador-pra44ZxD,17 Jun 2016,2.89,3.03,2.68,2.00,1.76,1.10,1.48,2.53,4.77,9.88,6.65,2.60,1.53,1.18,1.05,17.71,6.20,1.45,1.11,8.10,4.25,4.05,7.31,1.09,1.37,5.55,15.03
argentina-bolivia-lxa1jVY2,15 Jun 2016,1.19,7.09,16.97,2.28,1.58,1.03,1.16,1.53,2.34,3.94,15.82,5.11,2.51,1.58,1.22,2.37,1.53,1.02,,3.92,4.14,14.45,,2.26,4.26,31.14,
chile-panama-Ao0ciBJd,15 Jun 2016,1.32,5.20,10.52,2.19,1.62,1.05,1.23,1.78,2.86,5.41,11.36,4.00,2.06,1.40,1.14,3.16,1.87,1.05,,3.86,3.66,11.02,,1.85,3.28,24.18,
uruguay-jamaica-fLzwj1NM,14 Jun 2016,1.49,4.47,6.90,1.76,2.00,1.03,1.19,1.68,2.56,4.56,14.25,4.53,2.21,1.49,1.17,4.10,2.24,1.11,1.01,4.54,3.66,7.92,18.00,1.53,2.53,13.49,34.00
mexico-venezuela-GUyZjs8G,14 Jun 2016,1.68,3.68,5.79,1.94,1.81,1.05,1.31,2.04,3.54,6.86,9.87,3.33,1.79,1.28,1.09,5.71,2.79,1.13,1.02,4.89,3.47,6.90,15.58,1.36,2.15,13.30,41.72
brazil-peru-KrdzWuWj,13 Jun 2016,1.40,4.76,8.60,1.94,1.81,1.04,1.21,1.70,2.67,4.80,12.90,4.22,2.17,1.44,1.17,3.53,2.00,1.07,-,4.22,3.59,9.77,-,1.67,2.90,19.30,-
ecuador-haiti-thcWWLGp,13 Jun 2016,1.10,10.33,26.53,2.37,1.50,1.02,1.08,1.31,1.82,2.81,22.33,7.68,3.52,1.99,1.41,1.67,1.25,-,,4.34,5.34,-,,3.39,7.31,-,
colombia-costa-rica-hSOrtQgb,12 Jun 2016,1.63,3.86,5.76,1.90,1.87,1.05,1.27,1.90,3.15,6.02,10.67,3.66,1.93,1.34,1.11,5.24,2.60,1.13,1.02,4.81,3.53,7.05,15.34,1.39,2.20,12.49,38.71
usa-paraguay-WINnup94,12 Jun 2016,1.99,3.45,3.99,1.80,1.99,1.06,1.29,1.99,3.37,6.51,9.39,3.46,1.84,1.31,1.10,7.63,3.41,1.21,1.05,5.74,3.68,5.61,11.24,1.24,1.81,8.77,23.93
argentina-panama-8SGDqa0j,11 Jun 2016,1.29,5.77,11.45,2.10,1.65,1.04,1.21,1.68,2.64,4.64,13.66,4.31,2.21,1.45,1.18,3.01,1.78,1.05,,4.05,3.79,11.10,,1.84,3.29,21.83,
chile-bolivia-6DZGrJFd,11 Jun 2016,1.17,7.67,18.41,2.09,1.68,1.02,1.11,1.42,2.06,3.34,19.82,6.26,2.89,1.76,1.31,2.15,1.46,1.02,,4.02,4.30,16.73,,2.49,4.61,36.03,
mexico-jamaica-84YQh3w4,10 Jun 2016,1.28,5.82,11.44,2.19,1.60,1.04,1.21,1.69,2.66,4.84,12.70,4.31,2.18,1.45,1.17,2.95,1.75,1.04,,3.97,3.69,12.21,,1.91,3.48,27.70,
uruguay-venezuela-M7xViNhA,10 Jun 2016,1.62,3.92,5.94,1.93,1.82,1.06,1.29,1.96,3.27,6.23,9.89,3.47,1.86,1.33,1.11,5.22,2.58,1.12,1.02,4.72,3.51,7.28,15.90,1.40,2.25,13.09,42.01
ecuador-peru-M7GaxrgN,09 Jun 2016,1.78,3.49,5.15,2.06,1.71,1.08,1.39,2.27,4.10,8.45,7.61,2.88,1.64,1.22,1.07,7.09,3.08,1.15,1.02,4.94,3.41,6.36,13.42,1.30,1.99,12.31,42.50
brazil-haiti-zBK3y28T,09 Jun 2016,1.10,10.37,33.05,2.73,1.39,1.02,1.14,1.49,2.22,3.64,18.37,5.51,2.64,1.64,1.26,1.98,1.36,-,,3.86,4.41,-,,2.79,5.75,-,
colombia-paraguay-b5Pvs6vh,08 Jun 2016,1.87,3.30,4.93,2.10,1.65,1.10,1.46,2.49,4.67,9.90,6.91,2.67,1.54,1.18,1.05,8.01,3.35,1.16,1.03,5.30,3.43,6.05,12.07,1.25,1.88,11.72,40.54
usa-costa-rica-nVLzrnPo,08 Jun 2016,1.82,3.48,4.85,2.11,1.66,1.09,1.44,2.41,4.51,9.15,7.22,2.72,1.58,1.19,1.06,7.43,3.21,1.15,1.02,5.06,3.39,6.08,11.94,1.27,1.95,11.63,41.34
argentina-chile-E5H9puop,07 Jun 2016,2.20,3.08,3.83,2.04,1.74,1.10,1.48,2.54,4.91,10.22,6.53,2.60,1.52,1.17,1.05,10.76,4.27,1.23,1.05,6.40,3.63,5.11,11.22,1.16,1.65,9.02,27.43
panama-bolivia-CdVskLxT,07 Jun 2016,2.04,3.02,4.51,2.56,1.47,1.13,1.68,3.15,6.51,14.56,5.59,2.16,1.37,1.11,1.02,10.28,4.10,1.18,1.02,5.95,3.34,5.51,13.64,1.19,1.76,11.91,41.98
mexico-uruguay-QuqMgqOc,06 Jun 2016,2.45,3.00,3.32,2.20,1.62,1.12,1.56,2.86,5.66,12.57,6.03,2.38,1.43,1.14,1.03,13.77,5.32,1.29,1.06,7.19,3.81,4.56,9.63,1.13,1.51,7.65,22.55
jamaica-venezuela-nkpIfP8i,05 Jun 2016,4.33,3.34,1.95,2.09,1.69,1.09,1.43,2.39,4.52,9.56,6.98,2.77,1.59,1.19,1.05,33.22,10.39,1.81,1.23,12.55,5.59,3.46,5.66,1.03,1.19,3.59,8.14
brazil-ecuador-lfIiv4OA,05 Jun 2016,1.96,3.44,4.20,1.92,1.83,1.07,1.35,2.16,3.71,7.43,8.55,3.09,1.70,1.26,1.09,7.76,3.52,1.20,1.04,5.60,3.60,5.64,11.84,1.24,1.80,9.50,27.40
haiti-peru-SpHewOwH,05 Jun 2016,6.30,3.72,1.62,2.27,1.58,1.09,1.43,2.36,4.39,9.20,7.38,2.76,1.60,1.20,1.06,55.08,15.36,2.23,1.36,17.76,7.04,3.29,4.78,1.01,1.12,2.71,5.89
costa-rica-paraguay-pQshJ2no,04 Jun 2016,3.95,3.01,2.19,2.15,1.66,1.12,1.54,2.71,5.27,11.33,6.12,2.45,1.45,1.15,1.04,30.13,9.53,1.64,1.15,11.72,5.09,3.58,6.48,1.04,1.22,4.43,11.08
usa-colombia-rHeQNrvU,04 Jun 2016,3.36,3.13,2.37,1.87,1.89,1.07,1.38,2.27,4.06,8.36,7.64,2.95,1.65,1.23,1.07,21.12,7.33,1.55,1.15,8.94,4.78,3.85,6.53,1.07,1.28,4.57,11.83
panama-cuba-OQRwcnEB,09 Jan 2016,1.14,7.41,20.53,2.50,1.53,1.01,1.14,1.62,2.54,4.30,15.00,5.50,2.37,1.52,1.18,,,,,,,,,,,,
trinidad-tobago-haiti-U3SZcSb5,08 Jan 2016,2.29,2.96,3.53,2.24,1.65,1.09,1.60,3.00,5.50,14.00,6.10,2.37,1.40,1.14,1.02,,,,,,,,,,,,
chile-argentina-lYGQ2HOG,04 Jul 2015,3.39,3.29,2.31,1.77,1.96,1.07,1.33,2.16,3.63,6.95,8.12,3.24,1.71,1.27,1.09,19.04,6.98,1.58,1.17,9.43,4.75,3.90,6.56,1.08,1.30,4.36,10.19
peru-paraguay-69BV1yvN,04 Jul 2015,2.62,3.42,2.74,1.78,1.94,1.06,1.33,2.11,3.62,6.97,9.66,3.21,1.74,1.27,1.09,12.68,5.09,1.40,1.11,7.34,4.12,4.33,8.00,1.13,1.46,5.62,14.04
argentina-paraguay-KAKdiNaf,01 Jul 2015,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
chile-peru-nL8ErptC,30 Jun 2015,1.45,4.40,8.35,1.99,1.74,1.04,1.29,1.90,3.06,6.02,10.57,3.52,1.91,1.37,1.11,4.14,2.24,1.08,1.01,4.11,3.33,8.72,9.90,1.54,2.61,19.02,35.53
brazil-paraguay-jZKeF0OT,27 Jun 2015,1.61,3.83,6.61,2.15,1.65,1.07,1.38,2.23,3.91,8.00,8.03,2.95,1.66,1.24,1.07,5.33,2.66,1.11,1.01,4.66,3.38,7.48,17.61,1.39,2.24,16.42,68.58
argentina-colombia-YcQjGt9N,27 Jun 2015,1.82,3.44,5.03,1.95,1.78,1.07,1.37,2.29,4.05,8.00,8.11,3.00,1.63,1.23,1.07,6.91,3.21,1.17,1.02,5.22,3.51,6.01,13.48,1.27,1.92,11.31,36.37
bolivia-peru-f7RnHMgH,26 Jun 2015,5.24,3.27,1.84,2.21,1.61,1.10,1.48,2.56,4.99,10.21,6.76,2.58,1.51,1.17,1.04,44.12,12.82,1.91,1.27,14.84,6.12,3.38,5.21,1.02,1.15,3.36,7.38
chile-uruguay-Q3eLfAVP,25 Jun 2015,1.74,3.60,5.40,2.05,1.71,1.07,1.38,2.32,4.30,8.79,8.09,2.89,1.62,1.21,1.06,6.31,2.98,1.13,1.01,4.97,3.40,6.47,16.00,1.32,2.03,13.04,39.00
brazil-venezuela-ARRmHOgn,21 Jun 2015,1.59,3.69,7.13,2.17,1.62,1.07,1.37,2.22,3.93,8.11,8.19,2.93,1.66,1.23,1.07,5.37,2.67,1.11,1.01,4.68,3.36,7.43,17.14,1.39,2.25,15.97,65.25
colombia-peru-WzTqI4vt,21 Jun 2015,1.64,3.65,6.35,2.25,1.58,1.08,1.43,2.37,4.43,9.02,7.57,2.74,1.58,1.19,1.05,5.88,2.79,1.11,1.01,4.80,3.25,7.09,16.84,1.35,2.21,15.55,65.76
argentina-jamaica-2L4M0395,20 Jun 2015,1.12,8.37,24.52,2.79,1.39,1.02,1.15,1.52,2.32,3.87,18.00,5.31,2.53,1.59,1.23,2.02,1.37,-,,3.84,4.14,-,,2.68,5.66,-,
uruguay-paraguay-OU5I1qfa,20 Jun 2015,2.26,2.96,3.72,2.12,1.66,1.10,1.50,2.62,5.16,10.72,6.49,2.54,1.48,1.15,1.04,10.93,4.45,1.23,1.05,6.39,3.69,4.84,10.48,1.15,1.58,8.30,25.49
chile-bolivia-bZIdprPO,20 Jun 2015,1.26,5.59,13.17,2.18,1.62,1.03,1.22,1.68,2.70,4.87,13.75,4.12,2.18,1.43,1.16,2.83,1.75,1.04,,4.01,3.55,11.82,,1.92,3.48,28.34,
mexico-ecuador-KrKhoO9I,19 Jun 2015,2.47,3.60,2.71,1.57,2.28,1.03,1.22,1.71,2.76,5.07,12.13,4.07,2.14,1.42,1.15,10.02,4.47,1.41,1.12,7.04,4.29,4.58,7.56,1.15,1.48,5.00,12.10
peru-venezuela-6D1wcL8U,19 Jun 2015,2.75,3.21,2.67,1.85,1.85,1.08,1.37,2.19,4.02,8.12,7.67,2.92,1.68,1.22,1.07,14.41,5.61,1.43,1.11,7.92,4.25,4.09,7.56,1.10,1.38,5.34,13.28
brazil-colombia-hAcZc1gO,18 Jun 2015,2.02,3.34,3.86,1.81,1.90,1.06,1.35,2.13,3.73,7.52,8.54,3.07,1.71,1.25,1.08,8.02,3.66,1.21,1.04,5.68,3.67,5.27,10.84,1.21,1.71,8.47,25.37
